category,question,answer,source
Mixing,Phase cancellation between kick and bass at 60Hz on piano in jazz mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.8 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Patcher дотор mono low split-ийг 185 Hz дээр баталгаажуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on piano in metal mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.2 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on piano in pop mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.3 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Fruity Balance-аар өрсөлдөж буй buss-уудыг +/−1.6 dB шатлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on piano in r&b mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.5 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн piano ба арын layer хоёрын mid хүрээг тусад нь зайлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on piano in rock mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.4 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн piano ба арын layer хоёрын mid хүрээг тусад нь зайлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on piano in trap mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.5 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Patcher дотор mono low split-ийг 160 Hz дээр баталгаажуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on snare in ambient mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.9 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга, мөн snare ба арын layer хоёрын mid хүрээг тусад нь зайлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on snare in classical mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.1 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн snare ба арын layer хоёрын mid хүрээг тусад нь зайлуул, мөн Fruity Balance-аар өрсөлдөж буй buss-уудыг +/−1 dB шатлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on snare in dnb mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.2 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга, мөн Fruity Balance-аар өрсөлдөж буй buss-уудыг +/−1.5 dB шатлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on snare in dubstep mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.2 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Fruity Balance-аар өрсөлдөж буй buss-уудыг +/−0.8 dB шатлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on snare in electronic mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.8 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on snare in folk mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.6 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Patcher дотор mono low split-ийг 115 Hz дээр баталгаажуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on snare in jazz mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.7 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн snare ба арын layer хоёрын mid хүрээг тусад нь зайлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on snare in metal mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.8 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on snare in pop mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.1 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Fruity Balance-аар өрсөлдөж буй buss-уудыг +/−1.4 dB шатлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on snare in r&b mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.4 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on snare in rock mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.1 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн snare ба арын layer хоёрын mid хүрээг тусад нь зайлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on snare in trap mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.5 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Patcher дотор mono low split-ийг 140 Hz дээр баталгаажуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on strings in ambient mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.4 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Fruity Balance-аар өрсөлдөж буй buss-уудыг +/−2.3 dB шатлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on strings in classical mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.9 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн strings ба арын layer хоёрын mid хүрээг тусад нь зайлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on strings in dnb mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.3 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Fruity Balance-аар өрсөлдөж буй buss-уудыг +/−1.5 dB шатлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on strings in electronic mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.3 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга, мөн strings ба арын layer хоёрын mid хүрээг тусад нь зайлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on strings in house mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.6 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Fruity Balance-аар өрсөлдөж буй buss-уудыг +/−1.7 dB шатлуул, мөн Patcher дотор mono low split-ийг 150 Hz дээр баталгаажуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on strings in jazz mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.1 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн strings ба арын layer хоёрын mid хүрээг тусад нь зайлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on strings in metal mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.8 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга, мөн strings ба арын layer хоёрын mid хүрээг тусад нь зайлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on strings in pop mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.3 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга, мөн Fruity Balance-аар өрсөлдөж буй buss-уудыг +/−0.7 dB шатлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on strings in r&b mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.6 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн strings ба арын layer хоёрын mid хүрээг тусад нь зайлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on strings in rock mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.4 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Patcher дотор mono low split-ийг 140 Hz дээр баталгаажуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on strings in trap mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 1 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on synth pad in ambient mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.6 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн synth pad ба арын layer хоёрын mid хүрээг тусад нь зайлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on synth pad in classical mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.7 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Fruity Balance-аар өрсөлдөж буй buss-уудыг +/−2.3 dB шатлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on synth pad in dnb mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.2 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга, мөн Fruity Balance-аар өрсөлдөж буй buss-уудыг +/−0.4 dB шатлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on synth pad in dubstep mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.9 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Fruity Balance-аар өрсөлдөж буй buss-уудыг +/−2.2 dB шатлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on synth pad in electronic mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.2 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Fruity Balance-аар өрсөлдөж буй buss-уудыг +/−0.4 dB шатлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on synth pad in folk mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.3 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on synth pad in hip-hop mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.2 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Fruity Balance-аар өрсөлдөж буй buss-уудыг +/−1.1 dB шатлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on synth pad in jazz mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.4 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on synth pad in metal mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.1 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Patcher дотор mono low split-ийг 90 Hz дээр баталгаажуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on synth pad in pop mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.9 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Fruity Balance-аар өрсөлдөж буй buss-уудыг +/−2.2 dB шатлуул, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on synth pad in r&b mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 1 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Fruity Balance-аар өрсөлдөж буй buss-уудыг +/−1.8 dB шатлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on synth pad in trap mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.7 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on toms in ambient mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.5 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Fruity Balance-аар өрсөлдөж буй buss-уудыг +/−0.6 dB шатлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on toms in dubstep mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.6 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on toms in electronic mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 1 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Patcher дотор mono low split-ийг 135 Hz дээр баталгаажуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on toms in folk mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.1 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Fruity Balance-аар өрсөлдөж буй buss-уудыг +/−2.4 dB шатлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on toms in hip-hop mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.2 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга, мөн Patcher дотор mono low split-ийг 135 Hz дээр баталгаажуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on toms in house mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.1 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Patcher дотор mono low split-ийг 235 Hz дээр баталгаажуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on toms in jazz mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.1 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн toms ба арын layer хоёрын mid хүрээг тусад нь зайлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on toms in metal mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.5 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on toms in pop mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.2 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on toms in r&b mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.3 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Fruity Balance-аар өрсөлдөж буй buss-уудыг +/−0.5 dB шатлуул.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on woodwinds in ambient mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 1 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга, мөн Wave Candy дээр correlation-ийг section бүрт давхар шалга.",Local generated FL Studio troubleshooting dataset
Mixing,Phase cancellation between kick and bass at 60Hz on woodwinds in classical mix,"Kick ба bass-ийн аль нэг сувгийг Fruity Stereo Shaper-аар 0.9 ms орчим шилжүүлж, Wave Candy дээр 60 Hz орчмын summing-ийг шалга. Дараа нь Fruity Parametric EQ 2-оор нэгэнд нь жижиг хөндий, нөгөөд нь өргөн bump гаргавал low-end илүү цэвэрхэн давхарлана, мөн Fruity Balance-аар өрсөлдөж буй buss-уудыг +/−1.2 dB шатлуул.",Local generated FL Studio troubleshooting dataset
